Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
WT1 25993318 ChIP-Seq PODOCYTE Human,35/2909,0.138446778,0.352674949,0,0,1.249256658,2.470116844,HIP1;CITED2;INPP1;ITPR1;AK3;ABRACL;ABCB9;PRDM1;FOXO3;LYST;PLD3;RCBTB2;RGS3;IRAK2;SESN1;NCK2;SNX9;S100A11;DUSP5;KDM4A;UBE2H;GALNT2;ITPK1;SH2D3C;HPCAL1;ARPC5;VPS37B;RHOC;PNRC2;MAF;LPCAT4;NPC2;SPATA13;RIN3;PLEKHO2
ELK4 26923725 Chip-Seq MESODERM Mouse,6/350,0.139617114,0.354412673,0,0,1.74922081,3.443956028,TPST2;ITGB3;ANXA6;EFHD2;UNC119;VPS37B
MITF 21258399 ChIP-Seq MELANOMA Human,53/4614,0.142051528,0.358317486,0,0,1.204633487,2.350921047,HIP1;NARF;WIPF1;CITED2;ITGB3;LYST;LITAF;ICAM1;RCBTB2;RGS3;CHMP1B;SESN1;EFHD2;JAK2;CTSD;ANXA2;ITPK1;HPCAL1;VPS37B;TEX2;LZTFL1;SYTL2;DUSP7;NPC2;SPATA13;SIDT1;RIN3;PLEKHO2;EIF4E2;ITPR1;ARHGAP18;DTX1;ABCB9;FOXO3;HIF1A;CENPA;PLD3;CLN3;SNX2;RNF138;PMVK;SNX9;BID;GBP2;SLAMF1;UBE2H;HIP1R;DNAJC15;ID2;CD7;RANBP10;MXD1;TMEM229B
AR 35413990 ChIP-Seq Human ARposCRProstateCancer,9/594,0.142404022,0.358317486,0,0,1.547724527,3.016649811,RAET1E;CITED2;HPCAL1;ABCB9;UBE2G2;PRDM1;FOXO3;GBP2;SDCBP2
SMARCA4 23332759 ChIP-Seq OLIGODENDROCYTES Mouse,26/2089,0.142636024,0.358317486,0,0,1.284709802,2.501919898,WIPF1;CITED2;ARHGAP18;AK3;FURIN;GIMAP5;FOXO3;HIF1A;LYST;RCBTB2;ACTG1;SNX2;NCK2;OSTF1;APAF1;ITPK1;HPCAL1;VPS37B;DNAJC15;ASRGL1;VAMP8;PRPF18;ID2;SPATA13;MXD1;SNTB2
ZFP322A 24550733 ChIP-Seq MESCs Mouse,Feb-67,0.144675352,0.362187261,0,0,3.066822067,5.928973623,HSD11B1;LITAF
SMAD3 21741376 ChIP-Seq ESCs Human,20/1552,0.14563261,0.36333084,0,0,1.32492022,2.552681658,DUSP5;HIP1;CITED2;GALNT2;SH2D1A;OAZ2;DUSP7;PRPF18;MAF;ID2;SESN1;GPR171;PMVK;SIDT1;RIN3;SNX9;PLEKHO2;BAK1;BID;SNTB2
STAT3 1855785 ChIP-Seq MESCs Mouse,7/435,0.146985248,0.364995356,0,0,1.641615418,3.147671239,CSF1;GMFG;HLTF;CROT;ATF6;ICAM1;SNTB2
CREB1 26743006 Chip-Seq LNCaP Human,21/1645,0.147697769,0.364995356,0,0,1.313041803,2.511306939,UNC119B;L3MBTL3;ANXA2;CITED2;RHOC;FOXO3;LYST;SDCBP2;RCBTB2;DUSP7;PNRC2;PINK1;LPCAT4;ID2;SESN1;NUCB1;S100A4;ATF6;S100A11;MYO1F;CCR2
ZFP281 27345836 Chip-Seq ESCs Mouse,21/1646,0.148318923,0.364995356,0,0,1.312161581,2.504116617,UNC119B;L3MBTL3;TBC1D9B;CITED2;ITPK1;DTX1;GLRX;FOXO3;ACTG1;RAP1B;RNF125;PODNL1;NPC2;ID2;SPATA13;ANXA6;S100A6;NCK2;RIN3;JAK2;EIF4E2
EP300 21415370 ChIP-Seq HL-1 Mouse,9/600,0.148540283,0.364995356,0,0,1.531533208,2.920479283,PINK1;CSF1;GALNT2;ID2;HLTF;SLA;FURIN;HIF1A;SYTL2
POU3F1 26484290 ChIP-Seq ESCss Mouse,20/1557,0.148813533,0.364995356,0,0,1.320248681,2.51515455,ENTPD1;CITED2;APLP2;TRIP4;ARHGAP18;GSTT2;DTX1;ARPC5;DNAJC15;DUSP7;RAP1B;ID2;SESN1;GPR171;SPATA13;EFHD2;UNC119;RAB19;PGLYRP1;SNTB2
UBF1/2 26484160 Chip-Seq HMEC-DERIVED Human,21/1650,0.150818603,0.368047348,0,0,1.308651502,2.475546556,DUSP5;KDM4A;L3MBTL3;GALNT2;ITPK1;HIP1R;VPS37B;RHOC;DNAJC15;SDCBP2;DUSP7;CLN3;PINK1;PRPF18;S100A6;EFHD2;S100A4;GBP2;ASB2;S100A11;S100A10
ISL1 27105846 Chip-Seq CPCs Mouse,17/1293,0.151071777,0.368047348,0,0,1.348596194,2.548847094,CSF1;CITED2;ARHGAP18;DTX1;SLC2A3;FURIN;PRDM1;WDR45;FOXO3;LYST;RGS3;MAF;NPC2;ID2;PMVK;SNX9;ATF6
E2F1 21310950 ChIP-Seq MCF-7 Human,12/858,0.152489145,0.368178527,0,0,1.43005885,2.68945715,RNF125;RNF138;CHMP1B;PMVK;NUCB1;ARPC5;PGLYRP1;DHRS1;HIF1A;CENPA;CDK5RAP3;S100A10
SOX11 23321250 ChIP-ChIP Z138-A519-JVM2 Human,11/773,0.153014556,0.368178527,0,0,1.454109903,2.729687428,DOK2;HIP1;ANXA2;RNF138;S100A6;HIP1R;PXMP4;TEX2;LITAF;LIME1;ACTG1
CREB1 15753290 ChIP-ChIP HEK293T Human,7/440,0.153126906,0.368178527,0,0,1.622240304,3.044114866,UBE2H;NARF;IFNGR1;PMVK;CROT;ATF6;CENPA
ESR1 26153859 ChIP-Seq MCF-7 Human BreastCancer,42/3597,0.153154153,0.368178527,0,0,1.214709181,2.279171383,PGLYRP2;CITED2;FURIN;PPM1J;ABCB9;FOXO3;LITAF;ICAM1;CLN3;RGS3;ADGRE5;RNF138;PMVK;ANXA6;JAK2;S100A11;S100A10;DUSP5;PRELID1;DGAT1;IFNGR1;GALNT2;IL10RA;TMEM120A;ITPK1;SH2D3C;HPCAL1;TRIP4;TRAFD1;PLAAT3;UBE2G2;VPS37B;RHOC;DHRS1;TEX2;SYTL2;DUS2;MAF;SPATA13;SELENOP;EHBP1L1;ASB2
SOX2 18692474 ChIP-Seq MEFs Mouse,20/1566,0.154638686,0.370520416,0,0,1.311916056,2.448906396,ENTPD1;TPI1;ITGB3;ITPR1;SLC2A3;UBE2G2;TEX2;CENPA;PLD3;CLN3;DOK2;PINK1;RNF125;PRPF18;RNF138;PMVK;EFHD2;SNX9;OSTF1;SNTB2
EZH2 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse,11/777,0.156733602,0.373534869,0,0,1.446212718,2.680132565,DUSP5;HIP1;PODNL1;ANXA2;CSF1;DGAT1;WIPF1;SPATA13;VPS37B;TEX2;LITAF
E2F4 17652178 ChIP-ChIP JURKAT Human,9/608,0.156925806,0.373534869,0,0,1.510449353,2.797325256,FAM89B;RNF138;SESN1;SLA;TEX2;ATF6;HIF1A;CENPA;CDK5RAP3
SOX2 27498859 Chip-Seq STOMACH Mouse,20/1573,0.159257155,0.37696175,0,0,1.305501896,2.398513853,NGLY1;HIP1R;ARHGAP18;GSTT2;AK3;PRDM1;TEX2;LYST;PNRC2;TPST2;RNF125;ID2;ORMDL3;ZYX;NCK2;EFHD2;CCR5;GBP2;ATF6;S100A11
EGR1 19032775 ChIP-ChIP M12 Human,4/210,0.159584932,0.37696175,0,0,1.94115316,3.562363531,RGS3;ITPK1;CASP1;GBP2
ERA 21632823 ChIP-Seq H3396 Human,20/1574,0.159923167,0.37696175,0,0,1.304590305,2.391394634,L3MBTL3;NMB;UBE2H;HIP1;CITED2;ITPK1;ITPR1;SLC2A3;GIMAP5;SLA2;WDR45;ASRGL1;PINK1;ANXA6;BAK1;IL12RB1;ATF6;CDK5RAP3;S100A10;CCR2
RELB 30642670 ChIP-Seq CTB1 Human Placenta Inflammation,3/139,0.162824955,0.382559603,0,0,2.201851299,3.996535269,SLC2A3;PRDM1;ICAM1
FOXO1 32281255 ChIP-Seq Chondrocytes Human Osteoarthritis,8/531,0.164003481,0.384085572,0,0,1.535771192,2.776471015,RAET1E;CITED2;SELENOP;CASP1;RIN3;GLRX;FOXO3;GBP2
STAT1 19122651 ChIP-Seq HeLaS3 Human CervicalCancer,40/3434,0.165023256,0.385231137,0,0,1.208456099,2.177237736,CSF1;WIPF1;CITED2;ITPR1;AK3;SLC2A3;GLRX;FURIN;ABCB9;PRDM1;WDR45;LITAF;CENPA;ICAM1;ACTG1;CLN3;SESN1;ORMDL3;PMVK;CASP4;ANXA6;BAK1;JAK2;GBP2;S100A11;UBE2H;IFNGR1;TRIP4;PLAAT3;RHOC;ASRGL1;RAET1E;PRPF18;ID2;SELENOP;ZYX;NUCB1;ATF6;SIPA1;MSRB1
NFIB 24661679 ChIP-Seq LUNG Mouse,7/453,0.169641702,0.393132947,0,0,1.573898092,2.7922002,SNX2;PRPF18;RGS3;CSF1;RANBP10;TEX2;SDCBP2
TCF4 18268006 ChIP-ChIP LS174T Human,6/372,0.17009472,0.393132947,0,0,1.64221734,2.909023501,GALNT2;ID2;PMVK;NCK2;EIF4E2;PNRC2
SRY 22984422 ChIP-ChIP TESTIS Rat,3/142,0.17012524,0.393132947,0,0,2.154000657,3.815209921,ID2;CD7;BAK1
KLF5 25053715 ChIP-Seq YYC3 Human,20/1591,0.171481203,0.393132947,0,0,1.289270811,2.273347525,ANXA2;CITED2;GALNT2;SH2D3C;ITPR1;HIP1R;SLA;SORL1;TMEM154;MAF;ID2;GPR171;S100A6;PXMP4;SNX9;PLEKHO2;JAK2;CDK5RAP3;S100A11;S100A10
OCT1 27270436 Chip-Seq PROSTATE Human,20/1591,0.171481203,0.393132947,0,0,1.289270811,2.273347525,DUSP5;HIP1;ANXA2;INPP1;ITPR1;GZMB;UBE2G2;SLA2;DNAJC15;LITAF;SDCBP2;ASRGL1;PRPF18;NPC2;ID2;NUCB1;BAK1;IL12RB1;BID;SIPA1
ASH2L 23239880 ChIP-Seq MESCs Mouse,31/2603,0.171657223,0.393132947,0,0,1.22868028,2.1652488,ITGB3;ARHGAP18;GSTT2;GLRX;TAPBPL;PRDM1;WDR45;CENPA;OAZ2;RAP1B;PSTPIP1;RNF138;HLTF;CIR1;OSTF1;CDK5RAP3;IFNGR1;GALNT2;SH2D1A;ITPK1;TEX2;SORL1;LZTFL1;TMEM154;VAMP8;PRPF18;RANBP10;RAB19;EIF4E2;ATF6;SNTB2
TCF12/HEB 22897851 ChIP-Seq JUKARTE6-1 Human,20/1593,0.172869989,0.394665446,0,0,1.287490287,2.259822879,TBC1D9B;SH2D3C;SLA;ARHGAP18;NBEAL2;GIMAP4;LITAF;SDCBP2;LZTFL1;ICAM1;DOK2;IRAK2;ANXA6;SIDT1;UNC119;OSTF1;BID;MYO1F;SLAMF1;CCR2
YAP1 20516196 ChIP-Seq MESCs Mouse,23/1868,0.174052511,0.396119507,0,0,1.264572137,2.210975698,DUSP5;TBC1D9B;ANXA2;CITED2;APLP2;SH2D1A;TRAFD1;SLC2A3;RHOC;TEX2;DNAJC15;LITAF;ASRGL1;RAP1B;PSTPIP1;MAF;ID2;ORMDL3;S100A6;OSTF1;BID;GBP2;SNTB2
FOSL1 28411283 ChIP-Seq MDA231-LM2-4175 Human BreastCancer,16/1238,0.176593784,0.400647148,0,0,1.321995303,2.292211872,NBEAL2;GLRX;ABCB9;WDR45;LZTFL1;SYTL2;TMEM154;GLIPR1;RGS3;CASP4;S100A6;CASP1;RIN3;GBP2;ASB2;S100A10
RCOR2 21632747 ChIP-Seq MESCs Mouse,5/298,0.179227562,0.405355794,0,0,1.707097226,2.93466911,CITED2;ITPK1;SIDT1;GSTT2;IL12RB1
OCT4 21477851 ChIP-Seq ESCs Mouse,19/1517,0.183381566,0.413462785,0,0,1.282512964,2.175380839,L3MBTL3;APAF1;CITED2;IFNGR1;INPP1;ITGB3;ARHGAP18;UBE2G2;PRDM1;ARPC5;TEX2;FOXO3;HSD11B1;RAP1B;SESN1;NCK2;EIF4E2;ATF6;SLAMF1
PRDM14 21183938 ChIP-Seq MESCs Mouse,19/1520,0.185603773,0.416906525,0,0,1.279739842,2.155262502,ANXA2;GALNT2;TRIP4;SLC2A3;UBE2G2;PRDM1;FOXO3;SDCBP2;PNRC2;PSTPIP1;PRPF18;CHMP1B;CXCR3;HLTF;RIN3;PGLYRP1;EIF4E2;CTSD;SNTB2
TCF7L2 21901280 ChIP-Seq H4IIE Rat,11/807,0.186057457,0.416906525,0,0,1.389513706,2.336744842,HSD11B1;SH3BGRL;PSTPIP1;HIP1;APAF1;ITPK1;ORMDL3;HPCAL1;ITPR1;AK3;OSTF1
IRF1 21803131 ChIP-Seq PrimaryMonocytes Human Connective,Feb-79,0.187076727,0.417900628,0,0,2.587301587,4.336929199,DUSP5;PRELID1
DCP1A 22483619 ChIP-Seq HELA Human,9/636,0.18802429,0.41872894,0,0,1.440892808,2.407997183,RNF125;DGAT1;CITED2;ID2;ORMDL3;RANBP10;TRIP4;ARPC5;CDK5RAP3
TAF7L 23326641 ChIP-Seq C3H10T1-2 Mouse,8/554,0.191956587,0.426178845,0,0,1.469322344,2.42509602,PINK1;DGAT1;CITED2;IRAK2;ORMDL3;NGLY1;SDCBP2;S100A10
SOX2 21211035 ChIP-Seq GBM Human Brain Glioblastoma,Feb-82,0.197940339,0.438124043,0,0,2.48989899,4.033112517,PPM1J;SIPA1
FOXM1 32153563 ChIP-Seq SKOV3 Human Ovary OvarianCancer,3/154,0.200200835,0.441780565,0,0,1.981611591,3.187291941,NARF;CENPA;ASRGL1
TP63 22573176 ChIP-Seq HFKS Human,38/3315,0.201015272,0.442233598,0,0,1.182717556,1.897521763,L3MBTL3;FAM89B;CSF1;INPP1;NGLY1;SLA2;FOXO3;CENPA;PLD3;RCBTB2;RGS3;IRAK2;ORMDL3;PMVK;EFHD2;OSTF1;CCR5;S100A11;S100A10;KDM4A;ANXA2;ITPK1;HPCAL1;HIP1R;VPS37B;TEX2;LIME1;SYTL2;TMEM154;TPST2;RAET1E;EHBP1L1;IL2RB;RANBP10;RIN3;PLEKHO2;MXD1;ASB2
ESR1 26153859 ChIP-Seq T47D Human Breast Carcinoma,18/1452,0.203334946,0.445985411,0,0,1.266678928,2.017693723,PGLYRP2;CITED2;APLP2;ITPR1;TRIP4;SLA;PPM1J;ABCB9;VPS37B;RGS3;ORMDL3;EHBP1L1;PMVK;ANXA6;S100A4;ASB2;S100A11;S100A10
HOXA2 22223247 ChIP-Seq E11.5 EMBRYO Mouse,23-Jan,0.206486761,0.451534303,0,0,4.51758794,7.126580712,ARHGAP18
KLF5 18264089 ChIP-ChIP MESCs Mouse,Feb-85,0.208878573,0.451546784,0,0,2.399537544,3.75768104,SLC2A3;PRDM1
KLF2 18264089 ChIP-ChIP MESCs Mouse,Feb-85,0.208878573,0.451546784,0,0,2.399537544,3.75768104,SLC2A3;PRDM1
KLF4 18264089 ChIP-ChIP MESCs Mouse,Feb-85,0.208878573,0.451546784,0,0,2.399537544,3.75768104,SLC2A3;PRDM1
SOX3 22085726 ChIP-Seq MUSCLE Mouse,18/1459,0.20898033,0.451546784,0,0,1.260045298,1.97262,NARF;IFNGR1;SH2D1A;TRAFD1;GSTT2;NKG7;PRDM1;WDR45;FOXO3;RCBTB2;RAP1B;GNA15;PRPF18;RNF138;EHBP1L1;EFHD2;ASB2;MYO1F
CEBPB 24764292 ChIP-Seq MC3T3 Mouse,18/1461,0.210606916,0.452557503,0,0,1.258161797,1.959916433,F2R;ITPR1;UBE2G2;VPS37B;DNAJC15;ASRGL1;ACTG1;VAMP8;LPCAT4;CHMP1B;EFHD2;UNC119;SNX9;OSTF1;BAK1;JAK2;MXD1;S100A11
CEBPB 20176806 ChIP-Seq THIOMACROPHAGE Mouse,15/1189,0.211295957,0.452557503,0,0,1.286385193,1.999679976,DGAT1;IL10RA;NBEAL2;FOXO3;LYST;LIME1;SNX20;CASP4;ANXA6;CASP1;S100A4;GBP2;VAMP5;SIPA1;TMEM229B
KLF4 18555785 ChIP-Seq MESCs Mouse,22/1830,0.211373458,0.452557503,0,0,1.229939346,1.911484118,TBC1D9B;NARF;ANXA2;DGAT1;APAF1;CITED2;TRIP4;PPM1J;UBE2G2;CENPA;OAZ2;PLD3;DUSP7;TPST2;IRAK2;CHMP1B;PMVK;EFHD2;UNC119;JAK2;EIF4E2;SNTB2
STAT5B 24692510 ChIP-Seq Epithelium Mouse Mammary,7/484,0.211941531,0.452557503,0,0,1.469254082,2.279466666,GBP7;WIPF1;ITGB3;VPS37B;HIF1A;LITAF;RCBTB2
SOX2 18692474 ChIP-Seq MESCs Mouse,27/2302,0.215819656,0.45948701,0,0,1.202248618,1.843422408,HIP1;ITGB3;ITPR1;GIMAP4;SLC2A3;CENPA;PLD3;RAP1B;CLN3;RNF138;PMVK;EFHD2;SNX9;OSTF1;ENTPD1;TPI1;GALNT2;ITPK1;UBE2G2;TEX2;SDCBP2;DOK2;PINK1;RNF125;PRPF18;ATF6;SNTB2
NRF2 31884422 ChIP-Seq A549 Human Lung Carcinoma,19/1563,0.218932777,0.464752034,0,0,1.241175965,1.885334566,DUSP5;UBE2H;TPI1;ANXA2;SH2D1A;NGLY1;HPCAL1;TRIP4;DTX1;ABCB9;CROT;DHRS1;HIF1A;OAZ2;PSTPIP1;MAF;RIN3;BID;CDK5RAP3
CCND1 20090754 ChIP-ChIP RETINA Mouse,18/1472,0.219659321,0.464934889,0,0,1.247895158,1.891406583,L3MBTL3;UBE2H;HIP1;TPI1;NARF;CITED2;GMFG;ITPR1;CENPA;ASRGL1;DUSP7;NPC2;DDT;ID2;ORMDL3;RANBP10;RIN3;EIF4E2
FOXO3 23340844 ChIP-Seq DLD1 Human,8/576,0.220433839,0.465217928,0,0,1.410798122,2.133349214,DUSP5;HIP1;IFNGR1;SPATA13;EFHD2;FURIN;SORL1;S100A10
ELK1 22589737 ChIP-Seq MCF10A Human,10/755,0.225200699,0.473900602,0,0,1.346167432,2.006816974,DUSP5;PRPF18;ANXA2;DTX1;RIN3;FOXO3;HIF1A;LITAF;SDCBP2;SORL1
TRIM28 17542650 ChIP-ChIP NTERA2 Human,9/668,0.22658888,0.475443718,0,0,1.368637234,2.031903483,DOK2;UBE2H;PINK1;ANXA2;ID2;FURIN;PRDM1;HIF1A;OAZ2
DNAJC2 21179169 ChIP-ChIP NT2 Human,10/758,0.228725424,0.477826284,0,0,1.340557276,1.977634354,GLIPR1;SNX2;TPI1;RGS3;CCL5;ITPK1;HPCAL1;PXMP4;UBE2G2;ACTG1
FOXM1 26100407 CHIP-SEQ Hek293 Flp-In Human,19/1577,0.230351033,0.477826284,0,0,1.229079639,1.804474383,DUSP5;APAF1;CITED2;ITPR1;TRAFD1;SLC2A3;FOXO3;DNAJC15;LYST;CENPA;PNRC2;PSTPIP1;ID2;SESN1;PMVK;PGLYRP1;ATF6;CDK5RAP3;S100A10
FOXP3 21729870 ChIP-Seq TREG Human,15/1210,0.230623023,0.477826284,0,0,1.262354405,1.851837098,WIPF1;CITED2;SH2D1A;TRIP4;SLC2A3;ABCB9;PRDM1;GIMAP5;TEX2;CLN3;PRPF18;GPR171;PMVK;ATF6;CDK5RAP3
TP53 32428506 ChIP-Seq Human Liver Heptoma,8/584,0.231167178,0.477826284,0,0,1.390625,2.036729005,NMB;HIP1;SESN1;HLTF;TRIP4;AK3;PRDM1;SLA2
HNFA 21074721 ChIP-Seq CACO-2 Human,19/1578,0.231176702,0.477826284,0,0,1.228223929,1.798823503,DUSP5;KDM4A;GBP7;CSF1;GALNT2;RHOC;LYST;SYTL2;PNRC2;HSD11B1;PINK1;PRPF18;PMVK;S100A6;EFHD2;GBP2;ATF6;S100A10;SLAMF1
PKCTHETA 26484144 Chip-Seq BREAST Human,6/412,0.23167335,0.477826284,0,0,1.477375451,2.160553563,TBC1D9B;SH2D1A;CD7;MXD1;EIF4E2;RCBTB2
EZH2 27294783 Chip-Seq NPCs Mouse,13/1032,0.234266957,0.480975514,0,0,1.281286571,1.859523478,L3MBTL3;APAF1;CITED2;IFNGR1;INPP1;ARHGAP18;PRDM1;FOXO3;SESN1;NCK2;EIF4E2;ATF6;SLAMF1
CTCF 18555785 ChIP-Seq MESCs Mouse,14/1123,0.234525251,0.480975514,0,0,1.268574808,1.839677061,CTSA;TBC1D9B;CITED2;GMFG;ITPK1;SLC2A3;PPM1J;RHOC;PINK1;PRPF18;IRAK2;DDT;ZYX;S100A6
ERG 20517297 ChIP-Seq VCAP Human,11/853,0.235493949,0.48160171,0,0,1.310422401,1.894962599,INPP1;NGLY1;HIP1R;NUCB1;AK3;S100A4;SLC2A3;UBE2G2;DHRS1;SIPA1;MFSD10
CEBPA 20513432 ChIP-Seq MACROPHAGES Mouse,18/1493,0.237423039,0.483597819,0,0,1.228720432,1.766791552,TBC1D9B;ANXA2;DGAT1;TMEM120A;SLA;ARHGAP18;PRDM1;SORL1;LZTFL1;VAMP8;RAET1E;IRAK2;ID2;CD7;SIDT1;CASP1;BID;ATF6
PPAR 26484153 Chip-Seq NCI-H1993 Human,12/945,0.237802233,0.483597819,0,0,1.290757337,1.853935291,DUSP5;UBE2H;RGS3;CITED2;GALNT2;ITGB3;S100A6;ANO10;ARHGAP18;SNX9;OSTF1;TMEM154
POU2F1 35413990 ChIP-Seq Human ARnegCRProstateCancer,6/418,0.241478084,0.488133651,0,0,1.455409869,2.068103308,GALNT2;APLP2;ARPC5;FOXO3;CENPA;LZTFL1
ZFP281 18358816 ChIP-ChIP MESCs Mouse,6/419,0.243124405,0.488133651,0,0,1.451810988,2.053124985,CITED2;NCK2;PPM1J;BAK1;RHOC;CTSD
HNF4A 19761587 ChIP-ChIP CACO-2 Human,10/771,0.24424186,0.488133651,0,0,1.316757729,1.856096845,VAMP8;CLN3;PINK1;CITED2;IFNGR1;ARHGAP18;ARPC5;ATF6;CDK5RAP3;PNRC2
TCF3/E2A 22897851 ChIP-Seq JUKARTE6-1 Human,18/1501,0.244349205,0.488133651,0,0,1.221558617,1.721367766,IFNGR1;GALNT2;HPCAL1;ITPR1;SLA;NBEAL2;PRDM1;RHOC;FOXO3;DNAJC15;OAZ2;LZTFL1;MAF;PMVK;UNC119;OSTF1;BID;SLAMF1
P300 19829295 ChIP-Seq ESCs Human,19/1594,0.24456403,0.488133651,0,0,1.214680347,1.710607757,WIPF1;CITED2;GALNT2;SH2D1A;TRIP4;ARHGAP18;GZMB;PRDM1;HIF1A;LITAF;SNX2;RGS3;ID2;EPSTI1;EFHD2;SNX9;OSTF1;ATF6;S100A10
MYCN 27167114 Chip-Seq NEUROBLASTOMA Human,19/1594,0.24456403,0.488133651,0,0,1.214680347,1.710607757,L3MBTL3;FAM89B;CSF1;INPP1;GALNT2;APLP2;SH2D3C;TRAFD1;SLC2A3;FURIN;ARPC5;ACTG1;PODNL1;MAF;PMVK;CD7;SIDT1;MXD1;S100A10
CTCF 33576154 ChIP-Seq Human Liver ProstateCancer,41/3679,0.244900188,0.488133651,0,0,1.145563427,1.611698394,HIP1;NARF;FAM89B;CITED2;GLRX;PPM1J;CROT;FOXO3;HIF1A;ICAM1;ACTG1;CLN3;PMVK;JAK2;CDK5RAP3;NMB;TPI1;DGAT1;APLP2;TMEM120A;ITPK1;F2R;HPCAL1;NBEAL2;UBE2G2;TENT5A;RHOC;DHRS1;SDCBP2;SORL1;DUSP7;PINK1;LPCAT4;EHBP1L1;ZYX;SIDT1;UNC119;MXD1;EIF4E2;ASB2;MSRB1
CBX2 22325352 ChIP-Seq 293T-Rex Human,19/1595,0.245411546,0.488133651,0,0,1.213843004,1.705229347,KDM4A;GBP7;CSF1;WIPF1;GALNT2;HPCAL1;RHOC;LYST;PNRC2;PINK1;ID2;PMVK;S100A6;NCK2;EFHD2;GBP2;ATF6;S100A11;S100A10
SOX6 21985497 ChIP-Seq MYOTUBES Mouse,18/1504,0.246968263,0.489887867,0,0,1.218892816,1.704616044,L3MBTL3;APAF1;CITED2;IFNGR1;INPP1;ARHGAP18;GSTT2;UBE2G2;PRDM1;ARPC5;FOXO3;HSD11B1;RAET1E;SESN1;NCK2;EIF4E2;ATF6;SLAMF1
CDKN2AIP 20523734 ChIP-Seq CORTICAL Neurons,Feb-96,0.249406791,0.493256865,0,0,2.117558564,2.940590087,CDK5RAP3;SNTB2
WT1 19549856 ChIP-ChIP CCG9911 Human,3/173,0.250025518,0.493256865,0,0,1.758435354,2.437529535,DUSP5;SLC2A3;PNRC2
TP53 18474530 ChIP-ChIP U2OS Human,9/687,0.25080546,0.493454644,0,0,1.328962609,1.838058551,ANXA2;CITED2;ID2;F2R;EPSTI1;UBE2G2;PRDM1;RHOC;S100A10
ESR1 30970003 ChIP-Seq MCF-7 Human BreastCancer,11/868,0.252635336,0.495711498,0,0,1.286467498,1.769932518,UBE2H;PGLYRP2;ANXA2;TMEM120A;SH2D3C;ITPR1;PPM1J;UBE2G2;SYTL2;TMEM229B;PNRC2
FOXA1 33576154 ChIP-Seq Human HilarLN ProstateCancer,10/781,0.256430996,0.501802973,0,0,1.298996519,1.76779874,TPI1;RGS3;CITED2;SELENOP;NGLY1;ITPR1;RIN3;FOXO3;ATF6;HIF1A
RXR 22108803 ChIP-Seq LS180 Human,6/428,0.258088187,0.503688236,0,0,1.420188596,1.923580042,ANXA2;IRAK2;ID2;EPSTI1;OSTF1;CDK5RAP3
PPARD 21283829 ChIP-Seq MYOFIBROBLAST Human,31/2749,0.262324163,0.510582687,0,0,1.152827305,1.542683845,CITED2;ITPR1;AK3;FURIN;PRDM1;FOXO3;HIF1A;LYST;ACTG1;GNA15;RGS3;GPR171;ORMDL3;PMVK;ANO10;SNX9;OSTF1;DUSP5;ANXA2;SH2D3C;HIP1R;NBEAL2;VPS37B;SDCBP2;SORL1;MFSD10;TMEM154;ID2;CD7;S100A6;RAB19
RBPJ 21746931 ChIP-Seq IB4-LCL Human,18/1523,0.263820163,0.512121493,0,0,1.202256216,1.60199151,ARPC5;LITAF;LZTFL1;PLD3;ICAM1;MFSD10;GNA15;LPCAT4;ORMDL3;EHBP1L1;PMVK;S100A6;PLEKHO2;PGLYRP1;JAK2;IL12RB1;VAMP5;S100A10
LMO2 26923725 Chip-Seq MACROPHAGESS Mouse,5/346,0.265598046,0.512463553,0,0,1.463192721,1.939858798,EFHD2;ABCB9;GIMAP5;CCR5;RCBTB2
GATA3 20176728 ChIP-ChIP TSCs Mouse,8/609,0.265838578,0.512463553,0,0,1.33104548,1.763456906,PINK1;RANBP10;ARPC5;WDR45;TEX2;LITAF;SDCBP2;TMEM154
AR 21915096 ChIP-Seq LNCaP-1F5 Human,19/1619,0.266113994,0.512463553,0,0,1.194060773,1.580734088,CSF1;CITED2;IFNGR1;FURIN;ABCB9;UBE2G2;PRDM1;GIMAP5;VPS37B;HIF1A;CENPA;SDCBP2;SORL1;ASRGL1;HSD11B1;CHMP1B;RANBP10;ATF6;S100A11
LDB1 21186366 ChIP-Seq BM-HSCs Mouse,17/1435,0.268591717,0.514432088,0,0,1.204243643,1.583053936,ENTPD1;GMFG;PPM1J;ABCB9;VPS37B;HIF1A;DUSP7;PNRC2;HSD11B1;TPST2;GLIPR1;LPCAT4;EHBP1L1;PMVK;CASP1;NCK2;SIPA1
NR3C2 34362910 ChIP-Seq WistarRat Hippocampus Stress,12/974,0.269790642,0.514432088,0,0,1.24992259,1.637534859,TPST2;PRPF18;SESN1;SH2D3C;RANBP10;ITPR1;RIN3;SNX9;BAK1;FOXO3;LYST;LZTFL1
